nohup: ignoring input
[1] order5big_0005: LINEAR (0.0s)  running={'LINEAR': 1}
[189] order5big_1509: THEOREM (60.2s)  running={'LINEAR': 106, 'THEOREM': 72, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[190] order5big_1517: LINEAR (0.0s)  running={'LINEAR': 107, 'THEOREM': 72, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[191] order5big_1525: LINEAR (0.0s)  running={'LINEAR': 108, 'THEOREM': 72, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[192] order5big_1533: LINEAR (0.0s)  running={'LINEAR': 109, 'THEOREM': 72, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[193] order5big_1541: LINEAR (0.0s)  running={'LINEAR': 110, 'THEOREM': 72, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[194] order5big_1549: LINEAR (0.0s)  running={'LINEAR': 111, 'THEOREM': 72, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[195] order5big_1557: LINEAR (0.0s)  running={'LINEAR': 112, 'THEOREM': 72, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[196] order5big_1565: THEOREM (61.7s)  running={'LINEAR': 112, 'THEOREM': 73, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[197] order5big_1573: LINEAR (0.0s)  running={'LINEAR': 113, 'THEOREM': 73, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[198] order5big_1581: LINEAR (0.0s)  running={'LINEAR': 114, 'THEOREM': 73, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[199] order5big_1589: THEOREM (60.5s)  running={'LINEAR': 114, 'THEOREM': 74, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[200] order5big_1597: LINEAR (0.0s)  running={'LINEAR': 115, 'THEOREM': 74, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[201] order5big_1605: LINEAR (0.0s)  running={'LINEAR': 116, 'THEOREM': 74, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[202] order5big_1613: LINEAR (0.0s)  running={'LINEAR': 117, 'THEOREM': 74, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[203] order5big_1621: LINEAR (0.0s)  running={'LINEAR': 118, 'THEOREM': 74, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[204] order5big_1629: THEOREM (60.6s)  running={'LINEAR': 118, 'THEOREM': 75, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[205] order5big_1637: THEOREM (61.0s)  running={'LINEAR': 118, 'THEOREM': 76, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[206] order5big_1645: THEOREM (2.1s)  running={'LINEAR': 118, 'THEOREM': 77, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[207] order5big_1653: LINEAR (0.0s)  running={'LINEAR': 119, 'THEOREM': 77, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[208] order5big_1661: THEOREM (60.2s)  running={'LINEAR': 119, 'THEOREM': 78, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[209] order5big_1669: THEOREM (60.1s)  running={'LINEAR': 119, 'THEOREM': 79, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[210] order5big_1677: LINEAR (0.0s)  running={'LINEAR': 120, 'THEOREM': 79, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[211] order5big_1685: LINEAR (0.0s)  running={'LINEAR': 121, 'THEOREM': 79, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[212] order5big_1693: LINEAR (0.0s)  running={'LINEAR': 122, 'THEOREM': 79, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[213] order5big_1701: THEOREM (60.6s)  running={'LINEAR': 122, 'THEOREM': 80, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[214] order5big_1709: LINEAR (0.0s)  running={'LINEAR': 123, 'THEOREM': 80, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[215] order5big_1717: THEOREM (60.3s)  running={'LINEAR': 123, 'THEOREM': 81, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[216] order5big_1725: LINEAR (0.0s)  running={'LINEAR': 124, 'THEOREM': 81, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[217] order5big_1733: THEOREM (63.5s)  running={'LINEAR': 124, 'THEOREM': 82, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[218] order5big_1741: THEOREM (72.3s)  running={'LINEAR': 124, 'THEOREM': 83, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[219] order5big_1749: LINEAR (0.0s)  running={'LINEAR': 125, 'THEOREM': 83, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[220] order5big_1757: THEOREM (60.4s)  running={'LINEAR': 125, 'THEOREM': 84, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[221] order5big_1765: THEOREM (60.6s)  running={'LINEAR': 125, 'THEOREM': 85, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[222] order5big_1773: THEOREM (60.2s)  running={'LINEAR': 125, 'THEOREM': 86, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[223] order5big_1781: THEOREM (60.2s)  running={'LINEAR': 125, 'THEOREM': 87, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[224] order5big_1789: THEOREM (60.2s)  running={'LINEAR': 125, 'THEOREM': 88, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[225] order5big_1797: THEOREM (60.2s)  running={'LINEAR': 125, 'THEOREM': 89, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[226] order5big_1805: THEOREM (1.7s)  running={'LINEAR': 125, 'THEOREM': 90, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[227] order5big_1813: LINEAR (0.0s)  running={'LINEAR': 126, 'THEOREM': 90, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[228] order5big_1821: LINEAR (0.0s)  running={'LINEAR': 127, 'THEOREM': 90, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[229] order5big_1829: THEOREM (60.3s)  running={'LINEAR': 127, 'THEOREM': 91, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[230] order5big_1837: LINEAR (0.0s)  running={'LINEAR': 128, 'THEOREM': 91, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[231] order5big_1845: THEOREM (60.2s)  running={'LINEAR': 128, 'THEOREM': 92, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[232] order5big_1853: LINEAR (0.0s)  running={'LINEAR': 129, 'THEOREM': 92, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[233] order5big_1861: LINEAR (0.0s)  running={'LINEAR': 130, 'THEOREM': 92, 'SOLVED_FMB': 9, 'HARD_NONLINEAR': 2}
[234] order5big_1869: SOLVED_FMB (1.1s)  running={'LINEAR': 130, 'THEOREM': 92, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 2}
[235] order5big_1877: LINEAR (0.0s)  running={'LINEAR': 131, 'THEOREM': 92, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 2}
[236] order5big_1885: LINEAR (0.0s)  running={'LINEAR': 132, 'THEOREM': 92, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 2}
[237] order5big_1893: LINEAR (0.0s)  running={'LINEAR': 133, 'THEOREM': 92, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 2}
[238] order5big_1901: THEOREM (60.2s)  running={'LINEAR': 133, 'THEOREM': 93, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 2}
[239] order5big_1909: THEOREM (72.0s)  running={'LINEAR': 133, 'THEOREM': 94, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 2}
[240] order5big_1917: THEOREM (60.2s)  running={'LINEAR': 133, 'THEOREM': 95, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 2}
[241] order5big_1925: THEOREM (60.6s)  running={'LINEAR': 133, 'THEOREM': 96, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 2}
[242] order5big_1933: LINEAR (0.0s)  running={'LINEAR': 134, 'THEOREM': 96, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 2}
[243] order5big_1941: LINEAR (0.0s)  running={'LINEAR': 135, 'THEOREM': 96, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 2}
[244] order5big_1949: LINEAR (0.0s)  running={'LINEAR': 136, 'THEOREM': 96, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 2}
[245] order5big_1957: LINEAR (0.0s)  running={'LINEAR': 137, 'THEOREM': 96, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 2}
[246] order5big_1965: LINEAR (0.0s)  running={'LINEAR': 138, 'THEOREM': 96, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 2}
[247] order5big_1973: LINEAR (0.0s)  running={'LINEAR': 139, 'THEOREM': 96, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 2}
[248] order5big_1981: LINEAR (0.0s)  running={'LINEAR': 140, 'THEOREM': 96, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 2}
[249] order5big_1989: THEOREM (60.6s)  running={'LINEAR': 140, 'THEOREM': 97, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 2}
[250] order5big_1997: LINEAR (0.0s)  running={'LINEAR': 141, 'THEOREM': 97, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 2}
[251] order5big_2005: LINEAR (0.0s)  running={'LINEAR': 142, 'THEOREM': 97, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 2}
[252] order5big_2013: LINEAR (0.0s)  running={'LINEAR': 143, 'THEOREM': 97, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 2}
[253] order5big_2021: LINEAR (0.0s)  running={'LINEAR': 144, 'THEOREM': 97, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 2}
[254] order5big_2029: LINEAR (0.0s)  running={'LINEAR': 145, 'THEOREM': 97, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 2}
[255] order5big_2037: THEOREM (60.1s)  running={'LINEAR': 145, 'THEOREM': 98, 'SOLVED_FMB': 10, 'HARD_NONLINEAR': 2}
[256] order5big_2045: SOLVED_FMB (2.6s)  running={'LINEAR': 145, 'THEOREM': 98, 'SOLVED_FMB': 11, 'HARD_NONLINEAR': 2}
[257] order5big_2053: THEOREM (60.2s)  running={'LINEAR': 145, 'THEOREM': 99, 'SOLVED_FMB': 11, 'HARD_NONLINEAR': 2}
[258] order5big_2061: THEOREM (60.2s)  running={'LINEAR': 145, 'THEOREM': 100, 'SOLVED_FMB': 11, 'HARD_NONLINEAR': 2}
[259] order5big_2069: SOLVED_FMB (13.3s)  running={'LINEAR': 145, 'THEOREM': 100, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[260] order5big_2077: LINEAR (0.0s)  running={'LINEAR': 146, 'THEOREM': 100, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[261] order5big_2085: LINEAR (0.0s)  running={'LINEAR': 147, 'THEOREM': 100, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[262] order5big_2093: THEOREM (60.2s)  running={'LINEAR': 147, 'THEOREM': 101, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[263] order5big_2101: LINEAR (0.0s)  running={'LINEAR': 148, 'THEOREM': 101, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[264] order5big_2109: LINEAR (0.0s)  running={'LINEAR': 149, 'THEOREM': 101, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[265] order5big_2117: LINEAR (0.0s)  running={'LINEAR': 150, 'THEOREM': 101, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[266] order5big_2125: THEOREM (60.3s)  running={'LINEAR': 150, 'THEOREM': 102, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[267] order5big_2133: THEOREM (62.6s)  running={'LINEAR': 150, 'THEOREM': 103, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[268] order5big_2141: THEOREM (60.6s)  running={'LINEAR': 150, 'THEOREM': 104, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[269] order5big_2149: LINEAR (0.0s)  running={'LINEAR': 151, 'THEOREM': 104, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[270] order5big_2157: THEOREM (60.1s)  running={'LINEAR': 151, 'THEOREM': 105, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[271] order5big_2165: THEOREM (60.2s)  running={'LINEAR': 151, 'THEOREM': 106, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[272] order5big_2173: THEOREM (60.3s)  running={'LINEAR': 151, 'THEOREM': 107, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[273] order5big_2181: LINEAR (0.0s)  running={'LINEAR': 152, 'THEOREM': 107, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[274] order5big_2189: LINEAR (0.0s)  running={'LINEAR': 153, 'THEOREM': 107, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[275] order5big_2197: LINEAR (0.0s)  running={'LINEAR': 154, 'THEOREM': 107, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[276] order5big_2205: LINEAR (0.0s)  running={'LINEAR': 155, 'THEOREM': 107, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[277] order5big_2213: THEOREM (60.4s)  running={'LINEAR': 155, 'THEOREM': 108, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[278] order5big_2221: LINEAR (0.0s)  running={'LINEAR': 156, 'THEOREM': 108, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[279] order5big_2229: LINEAR (0.0s)  running={'LINEAR': 157, 'THEOREM': 108, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[280] order5big_2237: LINEAR (0.0s)  running={'LINEAR': 158, 'THEOREM': 108, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[281] order5big_2245: THEOREM (62.8s)  running={'LINEAR': 158, 'THEOREM': 109, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[282] order5big_2253: LINEAR (0.0s)  running={'LINEAR': 159, 'THEOREM': 109, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[283] order5big_2261: THEOREM (62.1s)  running={'LINEAR': 159, 'THEOREM': 110, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[284] order5big_2269: THEOREM (60.4s)  running={'LINEAR': 159, 'THEOREM': 111, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[285] order5big_2277: THEOREM (60.2s)  running={'LINEAR': 159, 'THEOREM': 112, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[286] order5big_2285: LINEAR (0.0s)  running={'LINEAR': 160, 'THEOREM': 112, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[287] order5big_2293: LINEAR (0.0s)  running={'LINEAR': 161, 'THEOREM': 112, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[288] order5big_2301: LINEAR (0.0s)  running={'LINEAR': 162, 'THEOREM': 112, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[289] order5big_2309: THEOREM (60.2s)  running={'LINEAR': 162, 'THEOREM': 113, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[290] order5big_2317: LINEAR (0.0s)  running={'LINEAR': 163, 'THEOREM': 113, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[291] order5big_2325: LINEAR (0.0s)  running={'LINEAR': 164, 'THEOREM': 113, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[292] order5big_2333: THEOREM (69.9s)  running={'LINEAR': 164, 'THEOREM': 114, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[293] order5big_2341: LINEAR (0.0s)  running={'LINEAR': 165, 'THEOREM': 114, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[294] order5big_2349: LINEAR (0.0s)  running={'LINEAR': 166, 'THEOREM': 114, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[295] order5big_2357: LINEAR (0.0s)  running={'LINEAR': 167, 'THEOREM': 114, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[296] order5big_2365: LINEAR (0.0s)  running={'LINEAR': 168, 'THEOREM': 114, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[297] order5big_2373: LINEAR (0.0s)  running={'LINEAR': 169, 'THEOREM': 114, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[298] order5big_2381: THEOREM (3.0s)  running={'LINEAR': 169, 'THEOREM': 115, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[299] order5big_2389: LINEAR (0.0s)  running={'LINEAR': 170, 'THEOREM': 115, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[300] order5big_2397: THEOREM (60.6s)  running={'LINEAR': 170, 'THEOREM': 116, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[301] order5big_2405: THEOREM (60.2s)  running={'LINEAR': 170, 'THEOREM': 117, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[302] order5big_2413: THEOREM (60.2s)  running={'LINEAR': 170, 'THEOREM': 118, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[303] order5big_2421: THEOREM (60.3s)  running={'LINEAR': 170, 'THEOREM': 119, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[304] order5big_2429: LINEAR (0.0s)  running={'LINEAR': 171, 'THEOREM': 119, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[305] order5big_2437: THEOREM (60.6s)  running={'LINEAR': 171, 'THEOREM': 120, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[306] order5big_2445: LINEAR (0.0s)  running={'LINEAR': 172, 'THEOREM': 120, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[307] order5big_2453: THEOREM (60.2s)  running={'LINEAR': 172, 'THEOREM': 121, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[308] order5big_2461: THEOREM (60.2s)  running={'LINEAR': 172, 'THEOREM': 122, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[309] order5big_2469: LINEAR (0.0s)  running={'LINEAR': 173, 'THEOREM': 122, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[310] order5big_2477: LINEAR (0.0s)  running={'LINEAR': 174, 'THEOREM': 122, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[311] order5big_2485: LINEAR (0.0s)  running={'LINEAR': 175, 'THEOREM': 122, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[312] order5big_2493: LINEAR (0.0s)  running={'LINEAR': 176, 'THEOREM': 122, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[313] order5big_2501: THEOREM (60.1s)  running={'LINEAR': 176, 'THEOREM': 123, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[314] order5big_2509: THEOREM (60.3s)  running={'LINEAR': 176, 'THEOREM': 124, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[315] order5big_2517: THEOREM (62.0s)  running={'LINEAR': 176, 'THEOREM': 125, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[316] order5big_2525: LINEAR (0.0s)  running={'LINEAR': 177, 'THEOREM': 125, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[317] order5big_2533: THEOREM (60.2s)  running={'LINEAR': 177, 'THEOREM': 126, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[318] order5big_2541: LINEAR (0.0s)  running={'LINEAR': 178, 'THEOREM': 126, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[319] order5big_2549: LINEAR (0.0s)  running={'LINEAR': 179, 'THEOREM': 126, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[320] order5big_2557: LINEAR (0.0s)  running={'LINEAR': 180, 'THEOREM': 126, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[321] order5big_2565: THEOREM (60.2s)  running={'LINEAR': 180, 'THEOREM': 127, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[322] order5big_2573: LINEAR (0.0s)  running={'LINEAR': 181, 'THEOREM': 127, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[323] order5big_2581: THEOREM (61.2s)  running={'LINEAR': 181, 'THEOREM': 128, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[324] order5big_2589: LINEAR (0.0s)  running={'LINEAR': 182, 'THEOREM': 128, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[325] order5big_2597: LINEAR (0.0s)  running={'LINEAR': 183, 'THEOREM': 128, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[326] order5big_2605: LINEAR (0.0s)  running={'LINEAR': 184, 'THEOREM': 128, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[327] order5big_2613: THEOREM (65.1s)  running={'LINEAR': 184, 'THEOREM': 129, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[328] order5big_2621: LINEAR (0.0s)  running={'LINEAR': 185, 'THEOREM': 129, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[329] order5big_2629: LINEAR (0.0s)  running={'LINEAR': 186, 'THEOREM': 129, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[330] order5big_2637: LINEAR (0.0s)  running={'LINEAR': 187, 'THEOREM': 129, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[331] order5big_2645: THEOREM (60.4s)  running={'LINEAR': 187, 'THEOREM': 130, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[332] order5big_2653: LINEAR (0.0s)  running={'LINEAR': 188, 'THEOREM': 130, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[333] order5big_2661: THEOREM (60.6s)  running={'LINEAR': 188, 'THEOREM': 131, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[334] order5big_2669: THEOREM (71.9s)  running={'LINEAR': 188, 'THEOREM': 132, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[335] order5big_2677: THEOREM (60.3s)  running={'LINEAR': 188, 'THEOREM': 133, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[336] order5big_2685: THEOREM (60.2s)  running={'LINEAR': 188, 'THEOREM': 134, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[337] order5big_2693: LINEAR (0.0s)  running={'LINEAR': 189, 'THEOREM': 134, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[338] order5big_2701: LINEAR (0.0s)  running={'LINEAR': 190, 'THEOREM': 134, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[339] order5big_2709: LINEAR (0.0s)  running={'LINEAR': 191, 'THEOREM': 134, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[340] order5big_2717: THEOREM (7.4s)  running={'LINEAR': 191, 'THEOREM': 135, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[341] order5big_2725: THEOREM (60.2s)  running={'LINEAR': 191, 'THEOREM': 136, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[342] order5big_2733: LINEAR (0.0s)  running={'LINEAR': 192, 'THEOREM': 136, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[343] order5big_2741: LINEAR (0.0s)  running={'LINEAR': 193, 'THEOREM': 136, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[344] order5big_2749: THEOREM (60.1s)  running={'LINEAR': 193, 'THEOREM': 137, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[345] order5big_2757: LINEAR (0.0s)  running={'LINEAR': 194, 'THEOREM': 137, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[346] order5big_2765: LINEAR (0.0s)  running={'LINEAR': 195, 'THEOREM': 137, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[347] order5big_2773: LINEAR (0.0s)  running={'LINEAR': 196, 'THEOREM': 137, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[348] order5big_2781: THEOREM (60.4s)  running={'LINEAR': 196, 'THEOREM': 138, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[349] order5big_2789: THEOREM (61.3s)  running={'LINEAR': 196, 'THEOREM': 139, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[350] order5big_2797: THEOREM (60.6s)  running={'LINEAR': 196, 'THEOREM': 140, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[351] order5big_2805: LINEAR (0.0s)  running={'LINEAR': 197, 'THEOREM': 140, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[352] order5big_2813: LINEAR (0.0s)  running={'LINEAR': 198, 'THEOREM': 140, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[353] order5big_2821: LINEAR (0.0s)  running={'LINEAR': 199, 'THEOREM': 140, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[354] order5big_2829: THEOREM (60.6s)  running={'LINEAR': 199, 'THEOREM': 141, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[355] order5big_2837: THEOREM (60.2s)  running={'LINEAR': 199, 'THEOREM': 142, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[356] order5big_2845: THEOREM (60.1s)  running={'LINEAR': 199, 'THEOREM': 143, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[357] order5big_2853: LINEAR (0.0s)  running={'LINEAR': 200, 'THEOREM': 143, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[358] order5big_2861: THEOREM (72.1s)  running={'LINEAR': 200, 'THEOREM': 144, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[359] order5big_2869: THEOREM (60.4s)  running={'LINEAR': 200, 'THEOREM': 145, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[360] order5big_2877: LINEAR (0.0s)  running={'LINEAR': 201, 'THEOREM': 145, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[361] order5big_2885: LINEAR (0.0s)  running={'LINEAR': 202, 'THEOREM': 145, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[362] order5big_2893: THEOREM (60.2s)  running={'LINEAR': 202, 'THEOREM': 146, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[363] order5big_2901: LINEAR (0.0s)  running={'LINEAR': 203, 'THEOREM': 146, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[364] order5big_2909: THEOREM (60.2s)  running={'LINEAR': 203, 'THEOREM': 147, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[365] order5big_2917: THEOREM (60.5s)  running={'LINEAR': 203, 'THEOREM': 148, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
[366] order5big_2925: THEOREM (60.2s)  running={'LINEAR': 203, 'THEOREM': 149, 'SOLVED_FMB': 12, 'HARD_NONLINEAR': 2}
